Mod:Item:MetaData, Localized Name
essentialcraft:genitem:54, 恶魔板
essentialcraft:genitem:55, 风之水晶
essentialcraft:genitem:56, 电脑引擎
essentialcraft:genitem:57, 力场发生器
essentialcraft:genitem:58, 力场板
essentialcraft:genitem:59, 富集神经元板
essentialcraft:genitem:60, 压力稳定器
essentialcraft:genitem:61, 斥力发生器
essentialcraft:genitem:62, 推进器引擎
essentialcraft:genitem:63, 视觉透镜
essentialcraft:genitem:64, 扬声器板
essentialcraft:genitem:65, 力场核心
essentialcraft:genitem:66, 粒子捕捉器
essentialcraft:genitem:67, 粒子发射器
essentialcraft:genitem:68, 强制发射器
essentialcraft:genitem:69, 物流核心
essentialcraft:genitem:70, 附加核心
essentialcraft:genitem:71, 分裂核心
essentialcraft:genitem:72, 增值核心
essentialcraft:genitem:73, 基础核心
essentialcraft:genitem:74, 强制吸收器
essentialcraft:genitem:75, 声音管理器
essentialcraft:genitem:76, item.essentialcraft.genItemglitchyCore.name
essentialcraft:genitem:77, 冶炼升级
essentialcraft:genitem:78, 时运升级
essentialcraft:genitem:79, 烈焰粉合金板
essentialcraft:genitem:80, 精准升级
essentialcraft:genitem:81, 虚空升级
essentialcraft:magicalalloy:0, 岩浆合金
essentialcraft:magicalalloy:0, 岩浆合金
essentialcraft:magicalalloy:0, 岩浆合金
essentialcraft:magicalalloy:0, 岩浆合金
essentialcraft:magicalalloy:0, 岩浆合金
essentialcraft:magicalalloy:0, 岩浆合金
essentialcraft:magicalalloy:0, 岩浆合金
essentialcraft:magicalalloy:0, 岩浆合金
essentialcraft:magicalalloy:0, 岩浆合金
essentialcraft:magicalalloy:0, 岩浆合金
essentialcraft:magicalalloy:0, 岩浆合金
essentialcraft:magicalalloy:0, 岩浆合金
essentialcraft:magicalalloy:0, 岩浆合金
essentialcraft:magicalalloy:0, 岩浆合金
essentialcraft:magicalalloy:0, 岩浆合金
essentialcraft:magicalalloy:0, 岩浆合金
essentialcraft:magicalalloy:0, 岩浆合金
essentialcraft:magicalalloy:0, 岩浆合金
essentialcraft:magicalalloy:0, 岩浆合金
essentialcraft:magicalalloy:0, 岩浆合金
essentialcraft:magicalalloy:0, 岩浆合金
essentialcraft:magicalalloy:0, 岩浆合金
essentialcraft:magicalalloy:0, 岩浆合金
essentialcraft:magicalalloy:0, 岩浆合金
essentialcraft:magicalalloy:0, 岩浆合金
essentialcraft:magicalalloy:0, 岩浆合金
essentialcraft:magicalalloy:0, 岩浆合金
essentialcraft:magicalalloy:0, 岩浆合金
essentialcraft:magicalalloy:0, 岩浆合金
essentialcraft:essence:0, 火焰精华
essentialcraft:essence:1, 奔流精华
essentialcraft:essence:2, 大地精华
essentialcraft:essence:3, 狂风精华
essentialcraft:essence:4, 火焰精华
essentialcraft:essence:5, 奔流精华
essentialcraft:essence:6, 大地精华
essentialcraft:essence:7, 狂风精华
essentialcraft:essence:8, 火焰精华
essentialcraft:essence:9, 奔流精华
essentialcraft:essence:10, 大地精华
essentialcraft:essence:11, 狂风精华
essentialcraft:essence:12, 火焰精华
essentialcraft:essence:13, 奔流精华
essentialcraft:essence:14, 大地精华
essentialcraft:essence:15, 狂风精华
essentialcraft:storage:0, 灵魂碎片
essentialcraft:storage:0, 灵魂碎片
essentialcraft:storage:1, 灵魂球
essentialcraft:storage:1, 灵魂球
essentialcraft:storage:2, 暗黑灵魂物质
essentialcraft:storage:2, 暗黑灵魂物质
essentialcraft:storage:3, 鲜红灵魂物质
essentialcraft:storage:3, 鲜红灵魂物质
essentialcraft:storage:4, Matter Of Eternity
essentialcraft:storage:4, Matter Of Eternity
essentialcraft:magicaldigger, 魔法挖掘机
essentialcraft:spawnercollector, 刷怪笼采集者
essentialcraft:staffoflife, 生命权杖
essentialcraft:biomewand, 生态魔杖
essentialcraft:emeraldheart, 翡翠心
essentialcraft:magicalshield, 魔法盾
essentialcraft:spikyshield, 尖刺盾牌
essentialcraft:magicwaterbottle, 魔力水瓶
essentialcraft:magicalporkchop, 魔力猪排
essentialcraft:charm:0, Charm Of Fire
essentialcraft:charm:0, Charm Of Fire
essentialcraft:charm:1, Charm Of Water
essentialcraft:charm:1, Charm Of Water
essentialcraft:charm:2, Charm Of Earth
essentialcraft:charm:2, Charm Of Earth
essentialcraft:charm:3, Charm Of Air
essentialcraft:charm:3, Charm Of Air
essentialcraft:charm:4, Charm Of Steam
essentialcraft:charm:4, Charm Of Steam
essentialcraft:charm:5, Charm Of Magma
essentialcraft:charm:5, Charm Of Magma
essentialcraft:charm:6, Charm Of Lightning
essentialcraft:charm:6, Charm Of Lightning
essentialcraft:charm:7, Charm Of Life
essentialcraft:charm:7, Charm Of Life
essentialcraft:charm:8, Charm Of Rain
essentialcraft:charm:8, Charm Of Rain
essentialcraft:charm:9, Charm Of Dust
essentialcraft:charm:9, Charm Of Dust
essentialcraft:magicalwings, 神奇翅膀
essentialcraft:chaosfork, 混沌之叉
essentialcraft:frozenmace, 霜冻手杖
essentialcraft:holymace, 神圣手杖
essentialcraft:elementalfuel:0, 火元素燃料
essentialcraft:elementalfuel:1, 水元素燃料
essentialcraft:elementalfuel:2, 土元素燃料
essentialcraft:elementalfuel:3, 风元素燃料
essentialcraft:ffocus, 火灵之焦
essentialcraft:wfocus, 水灵之焦
essentialcraft:efocus, 土灵之焦
essentialcraft:afocus, 风灵之焦
essentialcraft:fruit_item, item.essentialcraft.fruit_Item.name
essentialcraft:bottledwind, 瓶装之风
essentialcraft:imprisonedwind, 禁锢之风
essentialcraft:windkeeper, 困牢之风
essentialcraft:windtablet, 读风板
essentialcraft:elementalsword, 元素之剑
essentialcraft:ember:0, 酸性灰烬
essentialcraft:ember:1, 混沌灰烬
essentialcraft:ember:2, 阴燃灰烬
essentialcraft:ember:3, 腐化灰烬
essentialcraft:ember:4, 水晶灰烬
essentialcraft:ember:5, 神圣灰烬
essentialcraft:ember:6, 魔法灰烬
essentialcraft:ember:7, Burning Ember
essentialcraft:helm_magic, MHS头盔
essentialcraft:chest_magic, MHS胸甲
essentialcraft:legs_magic, MHS护腿
essentialcraft:boots_magic, MHS之靴
essentialcraft:helm_void, 虚空头盔
essentialcraft:chest_void, 虚空胸甲
essentialcraft:legs_void, 虚空护腿
essentialcraft:boots_void, 虚空之靴
essentialcraft:helm_inq, Inquisitorium头盔
essentialcraft:chest_inq, Inquisitorium胸甲
essentialcraft:legs_inq, Inquisitorium护腿
essentialcraft:boots_inq, Inquisitorium之靴
essentialcraft:helm_wind, 风之法师兜帽
essentialcraft:chest_wind, 风之法师长袍
essentialcraft:legs_wind, 风之法师护腿
essentialcraft:boots_wind, 风之法师靴子
essentialcraft:bauble, 神秘挂件
essentialcraft:magmaticstaff, 岩浆权杖
essentialcraft:magicallantern, 魔力灯笼
essentialcraft:magnetizingstaff, 磁化权杖
essentialcraft:research_book, 研究手册
essentialcraft:air_potion, 风之药水
essentialcraft:mrumover_t2, 二级MRUCU移动法杖
essentialcraft:playerlist, 玩家白名单
essentialcraft:magicalchisel, 魔力凿子
essentialcraft:itemfilter:0, 魔力仓库节点过滤器
essentialcraft:itemfilter:1, 魔力仓库节点过滤器
essentialcraft:itemfilter:2, 魔力仓库节点过滤器
essentialcraft:itemfilter:3, 魔力仓库节点过滤器
essentialcraft:controlrod, 控制棒
essentialcraft:baublescore:0, 便携式矩阵换能器
essentialcraft:baublescore:1, 稳定之戒
essentialcraft:baublescore:2, 经验之戒
essentialcraft:baublescore:3, 抗拒之戒
essentialcraft:baublescore:4, 生命挂坠
essentialcraft:baublescore:5, 捕风挂坠
essentialcraft:baublescore:6, 风之法师护符
essentialcraft:baublescore:7, 学者腰带
essentialcraft:baublescore:8, α指环
essentialcraft:baublescore:9, β指环
essentialcraft:baublescore:10, γ指环
essentialcraft:baublescore:11, δ指环
essentialcraft:baublescore:12, ε腰带
essentialcraft:baublescore:13, ζ护身符
essentialcraft:baublescore:14, η护身符
essentialcraft:baublescore:15, θ腰带
essentialcraft:baublescore:16, ι指环
essentialcraft:baublescore:17, κ指环
essentialcraft:baublescore:18, λ指环
essentialcraft:baublescore:19, μ指环
essentialcraft:baublescore:20, ν护身符
essentialcraft:baublescore:21, ξ腰带
essentialcraft:baublescore:22, ο护身符
essentialcraft:baublescore:23, π腰带
essentialcraft:baublescore:24, ρ指环
essentialcraft:baublescore:25, σ指环
essentialcraft:baublescore:26, τ指环
essentialcraft:baublescore:27, υ指环
essentialcraft:baublescore:28, φ指环
essentialcraft:baublescore:29, χ指环
essentialcraft:baublescore:30, ψ指环
essentialcraft:baublescore:31, ω指环
essentialcraft:shadesword, 暗渎剑
essentialcraft:shadeslasher, 暗渎劈刀
essentialcraft:shadeknife, 暗渎匕首
essentialcraft:entityegg:0, 刷怪蛋: MRU聚集体
essentialcraft:entityegg:1, 刷怪蛋: MRU射线
essentialcraft:entityegg:2, 刷怪蛋: 太阳光束
essentialcraft:entityegg:3, 刷怪蛋: 风之魔法师
essentialcraft:entityegg:4, 刷怪蛋: 毒烟
essentialcraft:entityegg:5, 刷怪蛋: 暗影匕首
essentialcraft:entityegg:6, 刷怪蛋: 爱之光
essentialcraft:entityegg:7, 刷怪蛋: 恶魔
essentialcraft:entityegg:8, 刷怪蛋: 全息投影仪
essentialcraft:entityegg:9, 刷怪蛋: entity.essentialcraft.common.entity.EntityPlayerClone.name
essentialcraft:entityegg:10, 刷怪蛋: entity.essentialcraft.common.entity.EntityOrbitalStrike.name
essentialcraft:entityegg:11, 刷怪蛋: entity.essentialcraft.common.entity.EntityDivider.name
essentialcraft:entityegg:12, 刷怪蛋: entity.essentialcraft.common.entity.EntityArmorDestroyer.name
essentialcraft:entityegg:13, 刷怪蛋: entity.essentialcraft.common.entity.EntityDividerProjectile.name
essentialcraft:gun.pistol:0, 手枪
essentialcraft:gun.pistol:0, 手枪
essentialcraft:gun.rifle:0, 突击步枪
essentialcraft:gun.rifle:0, 突击步枪
essentialcraft:gun.sniper:0, 狙击步枪
essentialcraft:gun.sniper:0, 狙击步枪
essentialcraft:gun.gatling:0, 转管炮
essentialcraft:gun.gatling:0, 转管炮
essentialcraft:weak_elemental_pick, 虚弱元素镐
essentialcraft:weak_elemental_axe, 虚弱元素斧
essentialcraft:weak_elemental_hoe, 虚弱元素锄
essentialcraft:weak_elemental_shovel, 虚弱元素锹
essentialcraft:weak_elemental_sword, 虚弱元素剑
essentialcraft:wind_elemental_pick, 风之镐
essentialcraft:wind_elemental_shovel, 风之锹
essentialcraft:wind_elemental_axe, 风之斧
essentialcraft:wind_elemental_hoe, 风之谷锄
essentialcraft:wind_elemental_sword, 风之剑
essentialcraft:wind_helmet, 风之头盔
essentialcraft:wind_chestplate, 风之胸甲
essentialcraft:wind_leggings, 风之护腿
essentialcraft:wind_boots, 风之长靴
essentialcraft:soulscriber, 灵魂划刀
essentialcraft:magicalbuilder, 魔力建筑之杖
essentialcraft:computer_helmet, 宅男头盔
essentialcraft:computer_chestplate, 宅男胸甲
essentialcraft:computer_leggings, 宅男护腿
essentialcraft:computer_boots, 宅男之靴
essentialcraft:computerboard, 宅男反重力板
essentialcraft:orbitalremote, 远程轨道打击
essentialcraft:dividergun, 分频枪
essentialcraft:robocalypse, 全息记录仪
essentialcraft:inventorygem, 容器宝石
essentialcraft:craftingframe, 合成框架
essentialcraft:collectedspawner, 刷怪笼
essentialcraft:balance_setter, Balance Setter
essentialcraft:clearing_catalyst, item.essentialcraft.clearing_catalyst.name
essentialcraft:raining_catalyst, item.essentialcraft.raining_catalyst.name
essentialcraft:thundering_catalyst, item.essentialcraft.thundering_catalyst.name
essentialcraft:fancyblock.mru:0, 花纹MRU砖
essentialcraft:fancyblock.mru:1, 花纹MRU砖
essentialcraft:fancyblock.mru:2, 花纹MRU砖
essentialcraft:fancyblock.mru:3, 花纹MRU砖
essentialcraft:fancyblock.mru:4, 花纹MRU砖
essentialcraft:fancyblock.mru:5, 花纹MRU砖
essentialcraft:fancyblock.mru:6, 花纹MRU砖
essentialcraft:fancyblock.mru:7, 花纹MRU砖
essentialcraft:fancyblock.mru:8, 花纹MRU砖
essentialcraft:fancyblock.mru:9, 花纹MRU砖
essentialcraft:fancyblock.mru:10, 花纹MRU砖
essentialcraft:fancyblock.mru:11, 花纹MRU砖
essentialcraft:fancyblock.mru:12, 花纹MRU砖
essentialcraft:fancyblock.mru:13, 花纹MRU砖
essentialcraft:fancyblock.mru:14, 花纹MRU砖
essentialcraft:fancyblock.mru:15, 花纹MRU砖
essentialcraft:fancyblock.concrete:0, 花纹混凝土砖
essentialcraft:fancyblock.concrete:1, 花纹混凝土砖
essentialcraft:fancyblock.concrete:2, 花纹混凝土砖
essentialcraft:fancyblock.concrete:3, 花纹混凝土砖
essentialcraft:fancyblock.concrete:4, 花纹混凝土砖
essentialcraft:fancyblock.concrete:5, 花纹混凝土砖
essentialcraft:fancyblock.concrete:6, 花纹混凝土砖
essentialcraft:fancyblock.concrete:7, 花纹混凝土砖
essentialcraft:fancyblock.concrete:8, 花纹混凝土砖
essentialcraft:fancyblock.concrete:9, 花纹混凝土砖
essentialcraft:fancyblock.concrete:10, 花纹混凝土砖
essentialcraft:fancyblock.concrete:11, 花纹混凝土砖
essentialcraft:fancyblock.concrete:12, 花纹混凝土砖
essentialcraft:fancyblock.concrete:13, 花纹混凝土砖
essentialcraft:fancyblock.concrete:14, 花纹混凝土砖
essentialcraft:fancyblock.concrete:15, 花纹混凝土砖
essentialcraft:fancyblock.fortifiedstone:0, 花纹强化石砖
essentialcraft:fancyblock.fortifiedstone:1, 花纹强化石砖
essentialcraft:fancyblock.fortifiedstone:2, 花纹强化石砖
essentialcraft:fancyblock.fortifiedstone:3, 花纹强化石砖
essentialcraft:fancyblock.fortifiedstone:4, 花纹强化石砖
essentialcraft:fancyblock.fortifiedstone:5, 花纹强化石砖
essentialcraft:fancyblock.fortifiedstone:6, 花纹强化石砖
essentialcraft:fancyblock.fortifiedstone:7, 花纹强化石砖
essentialcraft:fancyblock.fortifiedstone:8, 花纹强化石砖
essentialcraft:fancyblock.fortifiedstone:9, 花纹强化石砖
essentialcraft:fancyblock.fortifiedstone:10, 花纹强化石砖
essentialcraft:fancyblock.fortifiedstone:11, 花纹强化石砖
essentialcraft:fancyblock.fortifiedstone:12, 花纹强化石砖
essentialcraft:fancyblock.fortifiedstone:13, 花纹强化石砖
essentialcraft:fancyblock.fortifiedstone:14, 花纹强化石砖
essentialcraft:fancyblock.fortifiedstone:15, 花纹强化石砖
essentialcraft:fancyblock.coldstone:0, 花纹冻石砖
essentialcraft:fancyblock.coldstone:1, 花纹冻石砖
essentialcraft:fancyblock.coldstone:2, 花纹冻石砖
essentialcraft:fancyblock.coldstone:3, 花纹冻石砖
essentialcraft:fancyblock.coldstone:4, 花纹冻石砖
essentialcraft:fancyblock.coldstone:5, 花纹冻石砖
essentialcraft:fancyblock.coldstone:6, 花纹冻石砖
essentialcraft:fancyblock.coldstone:7, 花纹冻石砖
essentialcraft:fancyblock.coldstone:8, 花纹冻石砖
essentialcraft:fancyblock.coldstone:9, 花纹冻石砖
essentialcraft:fancyblock.coldstone:10, 花纹冻石砖
essentialcraft:fancyblock.coldstone:11, 花纹冻石砖
essentialcraft:fancyblock.coldstone:12, 花纹冻石砖
essentialcraft:fancyblock.coldstone:13, 花纹冻石砖
essentialcraft:fancyblock.coldstone:14, 花纹冻石砖
essentialcraft:fancyblock.coldstone:15, 花纹冻石砖
essentialcraft:fancyblock.magicplating:0, 花纹魔力砖
essentialcraft:fancyblock.magicplating:1, 花纹魔力砖
essentialcraft:fancyblock.magicplating:2, 花纹魔力砖
essentialcraft:fancyblock.magicplating:3, 花纹魔力砖
essentialcraft:fancyblock.magicplating:4, 花纹魔力砖
essentialcraft:fancyblock.magicplating:5, 花纹魔力砖
essentialcraft:fancyblock.magicplating:6, 花纹魔力砖
essentialcraft:fancyblock.magicplating:7, 花纹魔力砖
essentialcraft:fancyblock.magicplating:8, 花纹魔力砖
essentialcraft:fancyblock.magicplating:9, 花纹魔力砖
essentialcraft:fancyblock.magicplating:10, 花纹魔力砖
essentialcraft:fancyblock.magicplating:11, 花纹魔力砖
essentialcraft:fancyblock.magicplating:12, 花纹魔力砖
essentialcraft:fancyblock.magicplating:13, 花纹魔力砖
essentialcraft:fancyblock.magicplating:14, 花纹魔力砖
essentialcraft:fancyblock.magicplating:15, 花纹魔力砖
essentialcraft:fancyblock.paleplating:0, 花纹淡青砖
essentialcraft:fancyblock.paleplating:1, 花纹淡青砖
essentialcraft:fancyblock.paleplating:2, 花纹淡青砖
essentialcraft:fancyblock.paleplating:3, 花纹淡青砖
essentialcraft:fancyblock.paleplating:4, 花纹淡青砖
essentialcraft:fancyblock.paleplating:5, 花纹淡青砖
essentialcraft:fancyblock.paleplating:6, 花纹淡青砖
essentialcraft:fancyblock.paleplating:7, 花纹淡青砖
essentialcraft:fancyblock.paleplating:8, 花纹淡青砖
essentialcraft:fancyblock.paleplating:9, 花纹淡青砖
essentialcraft:fancyblock.paleplating:10, 花纹淡青砖
essentialcraft:fancyblock.paleplating:11, 花纹淡青砖
essentialcraft:fancyblock.paleplating:12, 花纹淡青砖
essentialcraft:fancyblock.paleplating:13, 花纹淡青砖
essentialcraft:fancyblock.paleplating:14, 花纹淡青砖
essentialcraft:fancyblock.paleplating:15, 花纹淡青砖
essentialcraft:fancyblock.voidstone:0, 花纹虚空砖
essentialcraft:fancyblock.voidstone:1, 花纹虚空砖
essentialcraft:fancyblock.voidstone:2, 花纹虚空砖
essentialcraft:fancyblock.voidstone:3, 花纹虚空砖
essentialcraft:fancyblock.voidstone:4, 花纹虚空砖
essentialcraft:fancyblock.voidstone:5, 花纹虚空砖
essentialcraft:fancyblock.voidstone:6, 花纹虚空砖
essentialcraft:fancyblock.voidstone:7, 花纹虚空砖
essentialcraft:fancyblock.voidstone:8, 花纹虚空砖
essentialcraft:fancyblock.voidstone:9, 花纹虚空砖
essentialcraft:fancyblock.voidstone:10, 花纹虚空砖
essentialcraft:fancyblock.voidstone:11, 花纹虚空砖
essentialcraft:fancyblock.voidstone:12, 花纹虚空砖
essentialcraft:fancyblock.voidstone:13, 花纹虚空砖
essentialcraft:fancyblock.voidstone:14, 花纹虚空砖
essentialcraft:fancyblock.voidstone:15, 花纹虚空砖
essentialcraft:fancyblock.mithrilineplating:0, 花纹米斯莱板
essentialcraft:fancyblock.mithrilineplating:1, 花纹米斯莱板
essentialcraft:fancyblock.mithrilineplating:2, 花纹米斯莱板
essentialcraft:fancyblock.mithrilineplating:3, 花纹米斯莱板
essentialcraft:fancyblock.mithrilineplating:4, 花纹米斯莱板
essentialcraft:fancyblock.mithrilineplating:5, 花纹米斯莱板
essentialcraft:fancyblock.mithrilineplating:6, 花纹米斯莱板
essentialcraft:fancyblock.mithrilineplating:7, 花纹米斯莱板
essentialcraft:fancyblock.mithrilineplating:8, 花纹米斯莱板
essentialcraft:fancyblock.mithrilineplating:9, 花纹米斯莱板
essentialcraft:fancyblock.mithrilineplating:10, 花纹米斯莱板
essentialcraft:fancyblock.mithrilineplating:11, 花纹米斯莱板
essentialcraft:fancyblock.mithrilineplating:12, 花纹米斯莱板
essentialcraft:fancyblock.mithrilineplating:13, 花纹米斯莱板
essentialcraft:fancyblock.mithrilineplating:14, 花纹米斯莱板
essentialcraft:fancyblock.mithrilineplating:15, 花纹米斯莱板
essentialcraft:fancyblock.demonicplating:0, 花纹恶魔板
essentialcraft:fancyblock.demonicplating:1, 花纹恶魔板
essentialcraft:fancyblock.demonicplating:2, 花纹恶魔板
essentialcraft:fancyblock.demonicplating:3, 花纹恶魔板
essentialcraft:fancyblock.demonicplating:4, 花纹恶魔板
essentialcraft:fancyblock.demonicplating:5, 花纹恶魔板
essentialcraft:fancyblock.demonicplating:6, 花纹恶魔板
essentialcraft:fancyblock.demonicplating:7, 花纹恶魔板
essentialcraft:fancyblock.demonicplating:8, 花纹恶魔板
essentialcraft:fancyblock.demonicplating:9, 花纹恶魔板
essentialcraft:fancyblock.demonicplating:10, 花纹恶魔板
essentialcraft:fancyblock.demonicplating:11, 花纹恶魔板
essentialcraft:fancyblock.demonicplating:12, 花纹恶魔板
essentialcraft:fancyblock.demonicplating:13, 花纹恶魔板
essentialcraft:fancyblock.demonicplating:14, 花纹恶魔板
essentialcraft:fancyblock.demonicplating:15, 花纹恶魔板
essentialcraft:fancyblock.mimic:0, Fancy Mimic Block Tile
essentialcraft:fancyblock.mimic:1, Fancy Mimic Block Tile
essentialcraft:fancyblock.mimic:2, Fancy Mimic Block Tile
essentialcraft:fancyblock.mimic:3, Fancy Mimic Block Tile
essentialcraft:fancyblock.mimic:4, Fancy Mimic Block Tile
essentialcraft:fancyblock.mimic:5, Fancy Mimic Block Tile
essentialcraft:fancyblock.mimic:6, Fancy Mimic Block Tile
essentialcraft:fancyblock.mimic:7, Fancy Mimic Block Tile
essentialcraft:fancyblock.mimic:8, Fancy Mimic Block Tile
essentialcraft:fancyblock.mimic:9, Fancy Mimic Block Tile
essentialcraft:fancyblock.mimic:10, Fancy Mimic Block Tile
essentialcraft:fancyblock.mimic:11, Fancy Mimic Block Tile
essentialcraft:fancyblock.mimic:12, Fancy Mimic Block Tile
essentialcraft:fancyblock.mimic:13, Fancy Mimic Block Tile
essentialcraft:fancyblock.mimic:14, Fancy Mimic Block Tile
essentialcraft:fancyblock.mimic:15, Fancy Mimic Block Tile
eternalsingularity:eternal_singularity, [null]
eternalsingularity:combined_singularity:0, 氮化奇点
eternalsingularity:combined_singularity:1, 癫狂奇点
eternalsingularity:combined_singularity:2, 意面奇点
eternalsingularity:combined_singularity:3, 气动奇点
eternalsingularity:combined_singularity:4, 密文奇点
eternalsingularity:combined_singularity:5, 历史奇点
eternalsingularity:combined_singularity:6, 气象奇点
eternalsingularity:combined_singularity:7, 美食奇点
eternalsingularity:combined_singularity:8, 艳丽奇点
eternalsingularity:combined_singularity:9, 炫光奇点
eternalsingularity:combined_singularity:10, 机器人奇点
eternalsingularity:combined_singularity:11, 银河奇点
eternalsingularity:combined_singularity:12, 液压奇点
eternalsingularity:combined_singularity:13, 地质奇点
eternalsingularity:combined_singularity:14, 天使奇点
eternalsingularity:combined_singularity:15, 惯习奇点
extracells:part.base:0, ME流体输出总线
extracells:part.base:1, ME流体输入总线
extracells:part.base:2, ME流体存储总线
extracells:part.base:3, ME流体终端
extracells:part.base:4, ME流体发信器
extracells:part.base:5, ME流体破坏面板
extracells:part.base:6, ME流体成型面板
extracells:part.base:7, ME驱动固定器
extracells:part.base:8, ME能量单元固定器
extracells:part.base:9, ME流体接口
extracells:part.base:10, ME流体存储监控器
extracells:part.base:11, ME流体交换监控器
extracells:part.base:12, ME矿典输出总线
extracells:storage.fluid:0, 1k-ME流体存储元件
extracells:storage.fluid:1, 4k-ME流体存储元件
extracells:storage.fluid:2, 16k-ME流体存储元件
extracells:storage.fluid:3, 64k-ME流体存储元件
extracells:storage.fluid:4, 256k-ME流体存储元件
extracells:storage.fluid:5, 1024k-ME流体存储元件
extracells:storage.fluid:6, 4096k-ME流体存储元件
extracells:storage.physical:0, 256k-ME存储元件
extracells:storage.physical:1, 1024k-ME存储元件
extracells:storage.physical:2, 4096k-ME存储元件
extracells:storage.physical:3, 16384k-ME存储元件
extracells:storage.physical:4, ME方块容器 - 空
extracells:storage.physical:4, ME方块容器 - 空
extracells:pattern.fluid:0, ME流体模板
extracells:pattern.fluid:0, ME流体模板: 水
extracells:pattern.fluid:0, ME流体模板: 熔岩
extracells:pattern.fluid:0, ME流体模板: 含杂天华
extracells:pattern.fluid:0, ME流体模板: 天华
extracells:pattern.fluid:0, ME流体模板: 蒸汽
extracells:pattern.fluid:0, ME流体模板: 灵魂原油
extracells:pattern.fluid:0, ME流体模板: 矮人燃油
extracells:pattern.fluid:0, ME流体模板: 矮人燃气
extracells:pattern.fluid:0, ME流体模板: 熔融铁
extracells:pattern.fluid:0, ME流体模板: 熔融金
extracells:pattern.fluid:0, ME流体模板: 熔融铅
extracells:pattern.fluid:0, ME流体模板: 熔融青铜
extracells:pattern.fluid:0, ME流体模板: 熔融银
extracells:pattern.fluid:0, ME流体模板: 熔融黎明石
extracells:pattern.fluid:0, ME流体模板: 熔融锡
extracells:pattern.fluid:0, ME流体模板: 熔融铝
extracells:pattern.fluid:0, ME流体模板: 熔融镍
extracells:pattern.fluid:0, ME流体模板: 熔融Bronze
extracells:pattern.fluid:0, ME流体模板: 熔融琥珀金
extracells:pattern.fluid:0, ME流体模板: 炼金红石浆液
extracells:pattern.fluid:0, ME流体模板: UU物质
extracells:pattern.fluid:0, ME流体模板: 建筑泡沫
extracells:pattern.fluid:0, ME流体模板: IC2冷却液
extracells:pattern.fluid:0, ME流体模板: 杂酚油
extracells:pattern.fluid:0, ME流体模板: IC2热冷却液
extracells:pattern.fluid:0, ME流体模板: 绳状熔岩
extracells:pattern.fluid:0, ME流体模板: 生物质
extracells:pattern.fluid:0, ME流体模板: 沼气
extracells:pattern.fluid:0, ME流体模板: 蒸馏水
extracells:pattern.fluid:0, ME流体模板: 过热蒸汽
extracells:pattern.fluid:0, ME流体模板: 蒸汽
extracells:pattern.fluid:0, ME流体模板: 温泉水
extracells:pattern.fluid:0, ME流体模板: 除草剂喷雾
extracells:pattern.fluid:0, ME流体模板: 空气
extracells:pattern.fluid:0, ME流体模板: 氢气
extracells:pattern.fluid:0, ME流体模板: 氧气
extracells:pattern.fluid:0, ME流体模板: 重水
extracells:pattern.fluid:0, ME流体模板: Milk
extracells:pattern.fluid:0, ME流体模板: 原油（§b冷§r）
extracells:pattern.fluid:0, ME流体模板: 原油（§6热§r）
extracells:pattern.fluid:0, ME流体模板: 原油（§c炽热§r）
extracells:pattern.fluid:0, ME流体模板: 残渣（§b冷§r）
extracells:pattern.fluid:0, ME流体模板: 残渣（§6热§r）
extracells:pattern.fluid:0, ME流体模板: 残渣（§c炽热§r）
extracells:pattern.fluid:0, ME流体模板: 重油（§b冷§r）
extracells:pattern.fluid:0, ME流体模板: 重油（§6热§r）
extracells:pattern.fluid:0, ME流体模板: 重油（§c炽热§r）
extracells:pattern.fluid:0, ME流体模板: 稠油（§b冷§r）
extracells:pattern.fluid:0, ME流体模板: 稠油（§6热§r）
extracells:pattern.fluid:0, ME流体模板: 稠油（§c炽热§r）
extracells:pattern.fluid:0, ME流体模板: 蒸馏油（§b冷§r）
extracells:pattern.fluid:0, ME流体模板: 蒸馏油（§6热§r）
extracells:pattern.fluid:0, ME流体模板: 蒸馏油（§c炽热§r）
extracells:pattern.fluid:0, ME流体模板: 稠密燃油（§b冷§r）
extracells:pattern.fluid:0, ME流体模板: 稠密燃油（§6热§r）
extracells:pattern.fluid:0, ME流体模板: 稠密燃油（§c炽热§r）
extracells:pattern.fluid:0, ME流体模板: 混合重质燃油（§b冷§r）
extracells:pattern.fluid:0, ME流体模板: 混合重质燃油（§6热§r）
extracells:pattern.fluid:0, ME流体模板: 混合重质燃油（§c炽热§r）
extracells:pattern.fluid:0, ME流体模板: 汽油（§b冷§r）
extracells:pattern.fluid:0, ME流体模板: 汽油（§6热§r）
extracells:pattern.fluid:0, ME流体模板: 汽油（§c炽热§r）
extracells:pattern.fluid:0, ME流体模板: 混合轻质燃油（§b冷§r）
extracells:pattern.fluid:0, ME流体模板: 混合轻质燃油（§6热§r）
extracells:pattern.fluid:0, ME流体模板: 混合轻质燃油（§c炽热§r）
extracells:pattern.fluid:0, ME流体模板: 气态燃油（§b冷§r）
extracells:pattern.fluid:0, ME流体模板: 气态燃油（§6热§r）
extracells:pattern.fluid:0, ME流体模板: 气态燃油（§c炽热§r）
extracells:pattern.fluid:0, ME流体模板: 乙醇
extracells:pattern.fluid:0, ME流体模板: 生物质
extracells:pattern.fluid:0, ME流体模板: 玻璃
